record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,74,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP235/2025-2026/100013,,School Boundary Wall Construction,School Boundary Wall Construction at Lucknow village ward 4,,,,2025-11-01,,,,,654900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,75,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP235/2025-2026/100013,,School Boundary Wall Construction,School Boundary Wall Construction at Lucknow village ward 4,,,,2025-11-29,,,,,654900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,76,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,Normal/Others,Development of Park,Development of Park at Lucknow village ward 18,2025-02-16,,,,,1790000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,77,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,Normal/Others,Development of Park,Development of Park at Lucknow village ward 18,,2025-03-19,,,,,1790000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,78,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,Normal/Others,Development of Park,Development of Park at Lucknow village ward 18,,,2025-07-31,,,,,1745100.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,79,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,,Development of Park,Development of Park at Lucknow village ward 18,,,,2025-04-05,,,,,581700.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,80,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,,Development of Park,Development of Park at Lucknow village ward 18,,,,2025-05-31,,,,,581700.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,81,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP769/2025-2026/100014,,Development of Park,Development of Park at Lucknow village ward 18,,,,2025-07-01,,,,,581700.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,82,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,2024-02-21,,,,,3426000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,83,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,2024-04-05,,,,,3426000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,84,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,,2024-08-09,,,,,3667300.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,85,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,,,2024-04-18,,,,,916800.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,86,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,,,2024-05-31,,,,,916800.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,87,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,,,2024-06-10,,,,,916800.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,88,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP927/2025-2026/100015,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Lucknow village ward 8,,,,2024-07-18,,,,,916900.0,,,,Payment Released,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,89,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP499/2025-2026/100016,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Lucknow village ward 18,2025-04-10,,,,,306000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,90,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP499/2025-2026/100016,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Lucknow village ward 18,,2025-05-08,,,,,306000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,91,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP499/2025-2026/100016,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Lucknow village ward 18,,,2025-08-26,,,,,330300.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,92,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP499/2025-2026/100016,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Lucknow village ward 18,,,,2025-05-20,,,,,165200.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,93,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP499/2025-2026/100016,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Lucknow village ward 18,,,,2025-07-20,,,,,165100.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,94,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,2024-11-17,,,,,1994000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,95,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,,2024-11-30,,,,,1994000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,96,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,Education & School Infrastructure,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,,,2025-02-05,,,,,2132600.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,97,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,,,,2024-12-02,,,,,710900.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,98,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,,,,2025-01-10,,,,,710900.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,99,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP693/2025-2026/100017,,Construction of Additional Classrooms in Government School,Construction of Additional Classrooms in Government School at Lucknow village ward 17,,,,2025-01-15,,,,,710800.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,100,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,2025-08-15,,,,,2792000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,101,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,,2025-08-27,,,,,2792000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,102,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,Education & School Infrastructure,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,,,2025-12-17,,,,,2864200.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,103,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,,,,2025-09-16,,,,,954700.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,104,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,,,,2025-10-18,,,,,954700.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,105,Uttar Pradesh,Lucknow,Rajnath Singh,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP222/2025-2026/100018,,Computer Lab Setup in High School,Computer Lab Setup in High School at Lucknow village ward 17,,,,2025-11-25,,,,,954800.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
MP Allocated Limit,mplads_synthetic_feed.csv,106,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,107,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,2025-07-30,,,,,1660000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,108,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,,2025-08-15,,,,,1660000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,109,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,,,2026-02-03,,,,,1485800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,110,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,,,,2025-09-02,,,,,495300.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,111,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,,,,2025-10-21,,,,,495300.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,112,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP869/2025-2026/100019,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Nagpur village ward 12,,,,2026-01-04,,,,,495200.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,113,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,2025-06-25,,,,,1607000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,114,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,,2025-07-05,,,,,1607000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,115,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,,,2026-03-27,,,,,1620500.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,116,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,,,,2025-07-19,,,,,540200.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,117,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,,,,2025-10-14,,,,,540200.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,118,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP726/2025-2026/100020,,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Nagpur village ward 4,,,,2026-03-08,,,,,540100.0,,,,Payment Released,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,119,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP388/2025-2026/100021,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Nagpur village ward 2,2024-07-27,,,,,720000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,120,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP388/2025-2026/100021,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Nagpur village ward 2,,2024-08-22,,,,,720000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,121,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP388/2025-2026/100021,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Nagpur village ward 2,,,2025-02-25,,,,,723200.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,122,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP388/2025-2026/100021,,Deep Tube Well Drilling,Deep Tube Well Drilling at Nagpur village ward 2,,,,2024-08-27,,,,,361600.0,,,,Payment Released,SHREE GANESH TRADERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,123,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP388/2025-2026/100021,,Deep Tube Well Drilling,Deep Tube Well Drilling at Nagpur village ward 2,,,,2024-11-23,,,,,361600.0,,,,Payment Released,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,124,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,2025-03-28,,,,,1943000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,125,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,,2025-05-12,,,,,1943000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,126,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,,,2026-01-10,,,,,1688500.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,127,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,,,,2025-07-06,,,,,562800.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,128,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,,,,2025-08-17,,,,,562800.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,129,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP752/2025-2026/100022,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Nagpur village ward 5,,,,2025-10-26,,,,,562900.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,130,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP915/2025-2026/100023,Public Health & Community Centers,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Nagpur village ward 14,2025-11-29,,,,,9840000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,131,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP915/2025-2026/100023,Public Health & Community Centers,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Nagpur village ward 14,,2025-12-24,,,,,9840000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,132,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP915/2025-2026/100023,Public Health & Community Centers,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Nagpur village ward 14,,,2026-09-01,,,,,9300600.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,133,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP915/2025-2026/100023,,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Nagpur village ward 14,,,,2026-02-17,,,,,2325200.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,134,Maharashtra,Nagpur,Nitin Gadkari,Lok Sabha,MAHARASHTRA DISTRICT MAGISTRATE IDA,WS/MP915/2025-2026/100023,,Community Health Sub-Center Ward Expansion,Community Health Sub-Center Ward Expansion at Nagpur village ward 14,,,,2026-03-16,,,,,2325200.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
